order_id,customer_id,order_date,category,quantity,unit_price,discount,payment_method,delivery_days,satisfaction_score,gross_amount,discount_amount,total_amount,product_cost,shipping_cost,returned,return_cost,marketing_cost,profit,customer_age,customer_gender,region,customer_tenure_months
ORD_019331,CUST_00009,2025-07-17,Sports,1,6663.81,0.1,Debit Card,8,4,6663.81,666.3810000000001,5997.429,3069.66,490.72,0,0.0,198.37,2238.68,40,Female,West,56
ORD_005124,CUST_00009,2025-09-05,Grocery,1,15005.28,0.29,Net Banking,9,3,15005.28,4351.531199999999,10653.748800000001,5240.13,291.75,0,0.0,359.98,4761.89,40,Female,West,56
ORD_019312,CUST_00010,2024-04-26,Grocery,4,22029.09,0.14,Net Banking,6,5,88116.36,12336.290400000002,75780.0696,52704.43,176.65,0,0.0,244.84,22654.15,28,Female,East,55
ORD_013875,CUST_00010,2024-10-03,Sports,1,15832.07,0.09,Debit Card,8,3,15832.07,1424.8863,14407.1837,6877.65,262.25,0,0.0,171.86,7095.42,28,Female,East,55
ORD_019337,CUST_00010,2025-01-16,Beauty,3,14596.41,0.16,Debit Card,6,5,43789.229999999996,7006.2768,36782.953199999996,26419.39,420.29,0,0.0,269.2,9674.07,28,Female,East,55
ORD_003478,CUST_00010,2025-05-23,Sports,3,2539.92,0.2,Credit Card,4,5,7619.76,1523.9520000000002,6095.808,2796.28,320.6,0,0.0,29.98,2948.95,28,Female,East,55
ORD_015917,CUST_00011,2024-07-01,Beauty,1,23889.12,0.28,Credit Card,5,5,23889.12,6688.953600000001,17200.1664,8100.8,464.1,0,0.0,221.42,8413.85,28,Male,Central,20
ORD_013705,CUST_00011,2024-07-24,Electronics,4,7545.77,0.16,Net Banking,6,1,30183.08,4829.2928,25353.787200000002,11583.87,181.58,0,0.0,381.33,13207.01,28,Male,Central,20
ORD_002996,CUST_00011,2025-01-14,Electronics,4,13429.38,0.1,Debit Card,8,2,53717.52,5371.752,48345.768,29766.19,489.54,0,0.0,83.51,18006.53,28,Male,Central,20
ORD_019234,CUST_00011,2025-02-06,Electronics,5,23521.56,0.04,UPI,4,5,117607.8,4704.312,112903.488,63292.7,30.95,0,0.0,127.23,49452.61,28,Male,Central,20
ORD_007426,CUST_00011,2025-07-21,Home,3,5194.97,0.22,Cash,3,5,15584.91,3428.6802,12156.229800000001,7350.93,295.15,0,0.0,83.39,4426.76,28,Male,Central,20
ORD_016194,CUST_00011,2025-08-21,Electronics,3,14741.2,0.05,Cash,9,1,44223.600000000006,2211.1800000000003,42012.420000000006,24442.86,411.72,0,0.0,367.48,16790.36,28,Male,Central,20
ORD_011575,CUST_00011,2026-01-01,Electronics,5,1683.81,0.13,Net Banking,5,1,8419.05,1094.4765,7324.5734999999995,5003.84,297.01,0,0.0,252.42,1771.3,28,Male,Central,20
ORD_005715,CUST_00012,2024-11-27,Fashion,3,3371.88,0.03,Cash,4,2,10115.64,303.46919999999994,9812.1708,6513.92,402.26,0,0.0,379.79,2516.2,41,Female,Central,50
ORD_012326,CUST_00012,2025-05-08,Home,5,21956.73,0.06,UPI,9,2,109783.65,6587.018999999999,103196.631,62482.05,81.15,1,11971.97,145.95,28515.51,41,Female,Central,50
ORD_017796,CUST_00012,2025-05-19,Electronics,2,1243.2,0.13,Credit Card,5,3,2486.4,323.232,2163.168,998.53,326.56,0,0.0,346.48,491.6,41,Female,Central,50
ORD_001244,CUST_00012,2025-05-27,Grocery,3,1491.35,0.2,Debit Card,5,1,4474.049999999999,894.81,3579.2399999999993,2043.6,178.6,0,0.0,43.67,1313.37,41,Female,Central,50
ORD_014733,CUST_00012,2025-06-06,Electronics,4,912.76,0.23,Credit Card,4,2,3651.04,839.7392,2811.3008,1993.41,310.69,0,0.0,235.29,271.91,41,Female,Central,50
ORD_017074,CUST_00012,2025-10-15,Fashion,4,2843.11,0.0,UPI,8,5,11372.44,0.0,11372.44,6456.05,498.84,1,1819.83,202.72,2395.0,41,Female,Central,50
ORD_012288,CUST_00012,2026-02-27,Home,1,15131.13,0.07,Cash,3,4,15131.13,1059.1791,14071.9509,7428.24,316.44,0,0.0,305.02,6022.25,41,Female,Central,50
ORD_005527,CUST_00013,2025-03-01,Grocery,4,195.47,0.05,Debit Card,5,5,781.88,39.094,742.786,491.79,311.91,0,0.0,351.99,-412.9,53,Male,North,25
ORD_008493,CUST_00013,2025-05-15,Electronics,4,18703.97,0.22,Debit Card,5,2,74815.88,16459.4936,58356.3864,27636.89,391.81,1,7996.57,341.41,21989.71,53,Male,North,25
ORD_004519,CUST_00013,2026-06-24,Sports,3,2268.71,0.3,UPI,5,5,6806.13,2041.839,4764.291,3104.54,87.82,0,0.0,363.62,1208.31,53,Male,North,25
ORD_015861,CUST_00014,2024-06-20,Beauty,1,20900.21,0.01,Net Banking,3,5,20900.21,209.00209999999998,20691.207899999998,14191.35,121.03,1,3180.24,292.83,2905.76,57,Other,West,20
ORD_019498,CUST_00014,2025-07-20,Fashion,4,13758.36,0.2,Cash,6,1,55033.44,11006.688000000002,44026.752,25685.98,391.88,0,0.0,270.08,17678.81,57,Other,West,20
ORD_002174,CUST_00014,2026-01-30,Beauty,5,2803.25,0.06,Net Banking,5,4,14016.25,840.975,13175.275,7611.96,429.6,1,1418.16,26.25,3689.3,57,Other,West,20
ORD_018655,CUST_00015,2024-01-22,Electronics,3,21588.39,0.16,Debit Card,5,1,64765.17,10362.4272,54402.7428,25795.59,318.01,0,0.0,43.38,28245.76,41,Other,North,25
ORD_015912,CUST_00015,2025-06-06,Grocery,1,4839.68,0.2,Cash,7,4,4839.68,967.9360000000001,3871.744,1920.09,447.7,0,0.0,324.57,1179.38,41,Other,North,25
ORD_001892,CUST_00015,2025-07-08,Electronics,4,1620.34,0.33,Net Banking,5,5,6481.36,2138.8488,4342.511199999999,2717.13,140.31,0,0.0,292.89,1192.18,41,Other,North,25
ORD_005579,CUST_00015,2025-09-24,Sports,1,18286.15,0.03,Debit Card,3,2,18286.15,548.5845,17737.5655,13077.94,196.1,0,0.0,109.76,4353.77,41,Other,North,25
ORD_012919,CUST_00016,2024-05-24,Grocery,3,9748.39,0.31,Cash,8,4,29245.17,9066.0027,20179.1673,14288.72,142.34,0,0.0,353.14,5394.97,20,Female,South,53
ORD_000951,CUST_00016,2025-04-04,Beauty,2,8180.04,0.32,Cash,9,4,16360.08,5235.2256,11124.8544,7275.72,41.44,0,0.0,250.95,3556.74,20,Female,South,53
ORD_013163,CUST_00016,2025-06-06,Grocery,1,4431.34,0.07,Credit Card,4,3,4431.34,310.19380000000007,4121.1462,2470.37,150.55,0,0.0,163.25,1336.98,20,Female,South,53
ORD_014404,CUST_00016,2026-03-19,Grocery,3,3613.78,0.11,Credit Card,6,5,10841.34,1192.5474,9648.7926,6705.64,179.25,0,0.0,139.17,2624.73,20,Female,South,53
ORD_015639,CUST_00016,2026-06-17,Beauty,1,4425.34,0.11,Debit Card,2,2,4425.34,486.7874,3938.5526,1910.63,306.7,0,0.0,59.31,1661.91,20,Female,South,53
ORD_003818,CUST_00017,2024-01-05,Beauty,4,2841.8,0.19,Cash,6,2,11367.2,2159.768,9207.432,6618.25,174.83,0,0.0,30.78,2383.57,39,Female,Central,14
ORD_006598,CUST_00017,2024-07-23,Sports,5,17058.86,0.04,Credit Card,2,3,85294.3,3411.7720000000004,81882.528,56672.25,236.0,0,0.0,358.97,24615.31,39,Female,Central,14
ORD_006374,CUST_00017,2025-10-19,Beauty,5,810.29,0.03,Cash,5,2,4051.45,121.5435,3929.9065,2326.61,55.34,0,0.0,287.81,1260.15,39,Female,Central,14
ORD_004030,CUST_00017,2026-01-15,Beauty,5,9132.77,0.21,Net Banking,2,3,45663.850000000006,9589.408500000001,36074.4415,16263.39,75.23,0,0.0,299.05,19436.77,39,Female,Central,14
ORD_001345,CUST_00017,2026-02-13,Grocery,3,20466.51,0.18,Credit Card,9,2,61399.53,11051.9154,50347.6146,23221.53,111.73,0,0.0,190.02,26824.33,39,Female,Central,14
ORD_002850,CUST_00017,2026-03-24,Beauty,2,8634.7,0.15,Credit Card,7,2,17269.4,2590.4100000000003,14678.990000000002,8070.93,70.38,0,0.0,252.73,6284.95,39,Female,Central,14
ORD_005582,CUST_00017,2026-05-09,Electronics,4,17014.32,0.04,Cash,4,4,68057.28,2722.2912,65334.9888,35359.18,258.59,0,0.0,191.22,29526.0,39,Female,Central,14
ORD_008761,CUST_00018,2025-02-27,Home,5,5471.59,0.29,Credit Card,1,4,27357.95,7933.8054999999995,19424.144500000002,8945.91,493.26,0,0.0,355.66,9629.31,19,Female,West,60
ORD_017344,CUST_00018,2025-04-05,Grocery,2,12112.21,0.18,Net Banking,7,3,24224.42,4360.3956,19864.0244,12175.91,225.95,0,0.0,102.33,7359.83,19,Female,West,60
ORD_012546,CUST_00018,2025-08-08,Fashion,3,14786.97,0.16,Net Banking,6,3,44360.909999999996,7097.745599999999,37263.164399999994,22128.45,308.36,0,0.0,83.92,14742.43,19,Female,West,60
ORD_008068,CUST_00018,2025-10-07,Home,4,12720.76,0.03,UPI,9,1,50883.04,1526.4912,49356.548800000004,23906.02,41.9,0,0.0,188.33,25220.3,19,Female,West,60
ORD_007471,CUST_00018,2025-11-19,Electronics,2,8056.6,0.2,Net Banking,8,2,16113.2,3222.6400000000003,12890.560000000001,6829.78,142.6,1,882.67,185.8,4849.71,19,Female,West,60
ORD_002970,CUST_00018,2026-05-26,Sports,5,15075.51,0.16,Debit Card,3,5,75377.55,12060.408000000001,63317.142,38304.09,62.88,0,0.0,284.12,24666.05,19,Female,West,60
ORD_013991,CUST_00018,2026-06-04,Electronics,1,14436.25,0.3,Credit Card,7,4,14436.25,4330.875,10105.375,4861.62,95.54,0,0.0,197.71,4950.5,19,Female,West,60
ORD_009554,CUST_00019,2025-09-16,Home,4,2292.33,0.25,Credit Card,8,2,9169.32,2292.33,6876.99,3451.48,111.4,0,0.0,323.24,2990.87,41,Female,North,47
ORD_002420,CUST_00019,2026-03-31,Electronics,5,13249.77,0.21,Credit Card,3,4,66248.85,13912.2585,52336.59150000001,28066.14,310.86,1,4407.02,344.77,19207.8,41,Female,North,47
ORD_010496,CUST_00019,2026-04-14,Grocery,5,15984.69,0.27,Net Banking,7,4,79923.45,21579.3315,58344.1185,36912.43,105.09,0,0.0,310.48,21016.12,41,Female,North,47
ORD_018900,CUST_00020,2025-03-09,Sports,4,24465.06,0.31,Cash,6,4,97860.24,30336.6744,67523.5656,35904.06,323.28,0,0.0,129.66,31166.57,61,Male,North,44
ORD_008951,CUST_00020,2025-04-08,Sports,4,17889.1,0.04,UPI,7,5,71556.4,2862.256,68694.144,39698.28,240.63,0,0.0,189.8,28565.43,61,Male,North,44
ORD_013644,CUST_00020,2026-05-21,Beauty,4,112.02,0.13,Cash,8,1,448.08,58.2504,389.82959999999997,227.82,289.61,0,0.0,270.33,-397.93,61,Male,North,44
ORD_005554,CUST_00021,2024-02-07,Home,2,10256.12,0.3,Credit Card,4,3,20512.24,6153.6720000000005,14358.568000000001,9544.73,384.04,0,0.0,343.8,4086.0,47,Male,South,43
ORD_018887,CUST_00021,2024-06-11,Grocery,1,24780.78,0.2,Cash,1,5,24780.78,4956.156,19824.624,12717.93,70.05,0,0.0,391.15,6645.49,47,Male,South,43
ORD_017661,CUST_00021,2024-12-09,Sports,2,18677.03,0.17,Cash,2,5,37354.06,6350.1902,31003.869799999997,16397.02,296.69,1,5404.84,250.66,8654.66,47,Male,South,43
ORD_017854,CUST_00021,2026-05-09,Beauty,2,2818.86,0.04,Cash,2,3,5637.72,225.5088,5412.211200000001,3345.62,487.43,0,0.0,225.44,1353.72,47,Male,South,43
ORD_007535,CUST_00022,2025-01-07,Sports,5,21825.6,0.19,Credit Card,2,3,109128.0,20734.32,88393.68,43161.92,336.3,0,0.0,215.92,44679.54,55,Female,North,43
ORD_007851,CUST_00022,2025-05-09,Fashion,3,21082.1,0.3,Credit Card,6,5,63246.299999999996,18973.89,44272.409999999996,33114.55,171.48,0,0.0,63.22,10923.16,55,Female,North,43
ORD_010615,CUST_00023,2025-12-03,Grocery,4,8110.61,0.0,Net Banking,2,5,32442.44,0.0,32442.44,16300.44,222.26,1,3236.93,130.81,12552.0,19,Female,East,39
ORD_003378,CUST_00023,2025-12-20,Grocery,3,8072.92,0.03,Credit Card,1,2,24218.760000000002,726.5628,23492.197200000002,17103.35,440.83,0,0.0,183.03,5764.99,19,Female,East,39
ORD_001850,CUST_00023,2026-01-22,Fashion,1,21357.89,0.03,Credit Card,1,4,21357.89,640.7366999999999,20717.153299999998,13214.01,211.78,0,0.0,40.54,7250.82,19,Female,East,39
ORD_002203,CUST_00024,2024-06-22,Grocery,3,8241.11,0.2,Net Banking,7,5,24723.33,4944.666000000001,19778.664,10757.11,465.82,0,0.0,333.63,8222.1,38,Male,Central,12
ORD_000925,CUST_00024,2025-05-25,Home,3,13020.34,0.25,Cash,4,1,39061.020000000004,9765.255000000001,29295.765000000003,15356.55,229.11,0,0.0,185.69,13524.42,38,Male,Central,12
ORD_014529,CUST_00024,2025-08-24,Grocery,5,18913.03,0.1,Debit Card,5,2,94565.15,9456.515,85108.635,42542.99,267.31,0,0.0,295.5,42002.84,38,Male,Central,12
ORD_009579,CUST_00024,2026-04-09,Home,2,16334.62,0.12,Cash,7,4,32669.24,3920.3088000000002,28748.931200000003,16510.31,294.3,0,0.0,266.6,11677.72,38,Male,Central,12
ORD_018873,CUST_00025,2024-05-01,Grocery,5,23925.99,0.17,Debit Card,2,3,119629.95000000001,20337.091500000002,99292.8585,70474.08,341.29,0,0.0,231.37,28246.12,50,Female,North,48
ORD_012090,CUST_00025,2024-09-26,Sports,5,2671.06,0.34,Credit Card,4,3,13355.3,4540.802,8814.498,4735.29,306.98,1,1595.93,154.13,2022.17,50,Female,North,48
ORD_005207,CUST_00025,2025-04-04,Home,3,22378.66,0.24,UPI,5,1,67135.98,16112.635199999999,51023.3448,27681.33,97.93,0,0.0,67.77,23176.31,50,Female,North,48
ORD_002969,CUST_00025,2025-07-03,Grocery,4,23109.48,0.09,Net Banking,1,1,92437.92,8319.4128,84118.5072,47860.2,66.85,0,0.0,195.27,35996.19,50,Female,North,48
ORD_003841,CUST_00026,2024-07-03,Sports,2,8572.98,0.19,Credit Card,1,2,17145.96,3257.7324,13888.227599999998,7745.91,322.82,0,0.0,321.26,5498.24,29,Male,North,5
ORD_015802,CUST_00026,2024-07-14,Home,3,17972.17,0.2,Net Banking,6,4,53916.509999999995,10783.302,43133.208,24484.74,192.23,0,0.0,157.43,18298.81,29,Male,North,5
ORD_009787,CUST_00026,2024-12-14,Home,5,11180.95,0.03,Credit Card,8,2,55904.75,1677.1425,54227.6075,28275.93,436.06,0,0.0,103.4,25412.22,29,Male,North,5
ORD_019060,CUST_00026,2025-03-07,Fashion,4,24988.61,0.02,Credit Card,8,2,99954.44,1999.0888,97955.3512,63269.47,496.63,0,0.0,285.96,33903.29,29,Male,North,5
ORD_011086,CUST_00026,2025-03-31,Sports,1,963.6,0.23,Debit Card,3,1,963.6,221.62800000000001,741.972,484.3,351.4,0,0.0,259.66,-353.39,29,Male,North,5
ORD_009003,CUST_00026,2025-10-03,Electronics,3,16924.97,0.21,Net Banking,4,3,50774.91,10662.7311,40112.1789,25963.65,451.04,0,0.0,92.1,13605.39,29,Male,North,5
ORD_006665,CUST_00027,2024-11-27,Sports,5,19676.2,0.15,Credit Card,3,5,98381.0,14757.15,83623.85,57602.1,475.84,0,0.0,312.36,25233.55,39,Female,South,2
ORD_006060,CUST_00027,2024-12-12,Electronics,4,8539.99,0.28,Cash,1,3,34159.96,9564.7888,24595.171199999997,14258.2,59.53,0,0.0,157.56,10119.88,39,Female,South,2
ORD_012188,CUST_00027,2025-03-03,Grocery,4,20950.88,0.15,UPI,3,2,83803.52,12570.528,71232.992,47587.53,161.22,1,9985.38,395.8,13103.06,39,Female,South,2
ORD_004869,CUST_00027,2025-06-08,Grocery,1,5019.14,0.24,Credit Card,3,2,5019.14,1204.5936,3814.5464,1880.04,99.0,0,0.0,233.1,1602.41,39,Female,South,2
ORD_008466,CUST_00027,2025-06-08,Fashion,2,18986.63,0.08,Net Banking,8,4,37973.26,3037.8608000000004,34935.3992,15721.29,251.76,0,0.0,28.39,18933.96,39,Female,South,2
ORD_014794,CUST_00027,2026-02-01,Electronics,4,20271.2,0.11,UPI,7,2,81084.8,8919.328,72165.47200000001,34473.71,105.12,0,0.0,356.58,37230.06,39,Female,South,2
ORD_004629,CUST_00027,2026-03-09,Sports,2,11854.43,0.02,Debit Card,5,3,23708.86,474.1772,23234.682800000002,12917.76,63.04,1,4246.39,393.68,5613.81,39,Female,South,2
ORD_001588,CUST_00028,2024-01-06,Beauty,2,13766.97,0.0,Credit Card,3,5,27533.94,0.0,27533.94,20219.43,372.01,0,0.0,145.92,6796.58,61,Female,East,54
ORD_015131,CUST_00028,2024-05-19,Beauty,4,4547.56,0.16,Debit Card,1,4,18190.24,2910.4384000000005,15279.8016,6950.63,145.89,0,0.0,211.31,7971.97,61,Female,East,54
ORD_005380,CUST_00028,2025-09-02,Fashion,4,6692.19,0.27,Debit Card,9,4,26768.76,7227.5652,19541.194799999997,10079.9,441.53,0,0.0,373.33,8646.43,61,Female,East,54
ORD_011973,CUST_00028,2025-09-21,Electronics,5,3946.97,0.33,Net Banking,7,3,19734.85,6512.5005,13222.349499999998,9240.39,431.87,0,0.0,84.56,3465.53,61,Female,East,54
ORD_000949,CUST_00028,2025-09-30,Electronics,3,16061.44,0.29,Cash,7,3,48184.32,13973.4528,34210.8672,20049.96,128.15,0,0.0,60.0,13972.76,61,Female,East,54
ORD_010133,CUST_00028,2025-12-06,Electronics,3,3342.67,0.22,Debit Card,5,1,10028.01,2206.1622,7821.8478,5410.48,49.0,0,0.0,131.47,2230.9,61,Female,East,54
ORD_007202,CUST_00028,2026-02-23,Electronics,2,17936.37,0.19,Debit Card,8,2,35872.74,6815.8206,29056.9194,16974.54,451.04,0,0.0,55.44,11575.9,61,Female,East,54
ORD_013935,CUST_00028,2026-04-06,Fashion,4,19760.7,0.18,Debit Card,6,4,79042.8,14227.704,64815.096000000005,35506.46,428.15,1,7829.99,154.97,20895.53,61,Female,East,54
ORD_015991,CUST_00028,2026-06-21,Home,5,15641.62,0.24,Debit Card,9,4,78208.1,18769.944,59438.156,39860.2,32.41,0,0.0,243.42,19302.13,61,Female,East,54
ORD_018811,CUST_00029,2024-05-16,Beauty,4,24283.88,0.13,UPI,4,3,97135.52,12627.617600000001,84507.9024,57715.18,308.51,0,0.0,281.47,26202.74,42,Female,North,16
ORD_008055,CUST_00029,2024-10-12,Beauty,2,7421.32,0.13,Cash,8,4,14842.64,1929.5432,12913.0968,7828.21,54.59,0,0.0,364.44,4665.86,42,Female,North,16
ORD_008194,CUST_00029,2026-05-07,Fashion,5,12784.91,0.03,Cash,2,5,63924.55,1917.7365,62006.813500000004,41492.42,120.2,0,0.0,80.09,20314.1,42,Female,North,16
ORD_017637,CUST_00030,2024-05-29,Beauty,2,20858.25,0.15,Credit Card,6,2,41716.5,6257.474999999999,35459.025,18988.9,69.43,0,0.0,76.85,16323.84,44,Female,Central,55
ORD_018597,CUST_00030,2024-06-02,Home,5,22570.02,0.28,Debit Card,1,5,112850.1,31598.028000000006,81252.072,49900.05,189.64,0,0.0,380.83,30781.55,44,Female,Central,55
ORD_008921,CUST_00030,2024-07-01,Electronics,4,22961.48,0.23,UPI,8,2,91845.92,21124.5616,70721.3584,46953.04,290.8,0,0.0,93.72,23383.8,44,Female,Central,55
ORD_011919,CUST_00030,2024-11-19,Sports,3,10540.12,0.11,Cash,4,1,31620.36,3478.2396,28142.1204,15083.74,118.69,0,0.0,117.68,12822.01,44,Female,Central,55
ORD_008931,CUST_00030,2026-02-10,Grocery,1,6827.2,0.15,Cash,3,1,6827.2,1024.08,5803.12,3554.83,323.9,0,0.0,187.22,1737.17,44,Female,Central,55
ORD_002195,CUST_00030,2026-02-15,Beauty,4,19446.77,0.19,Cash,6,4,77787.08,14779.5452,63007.5348,42277.04,122.96,0,0.0,87.96,20519.57,44,Female,Central,55
ORD_001542,CUST_00031,2025-01-31,Beauty,4,23182.38,0.06,Cash,4,4,92729.52,5563.7712,87165.7488,47663.83,430.95,0,0.0,372.7,38698.27,59,Male,Central,30
ORD_018107,CUST_00031,2025-08-02,Fashion,1,7398.77,0.15,UPI,8,1,7398.77,1109.8155,6288.954500000001,3720.57,187.99,0,0.0,196.8,2183.59,59,Male,Central,30
ORD_004757,CUST_00031,2025-09-08,Home,1,959.53,0.27,Debit Card,8,1,959.53,259.0731,700.4568999999999,409.94,192.49,0,0.0,256.28,-158.25,59,Male,Central,30
ORD_012756,CUST_00031,2025-11-29,Electronics,4,10174.09,0.14,Debit Card,4,3,40696.36,5697.490400000001,34998.8696,21651.92,404.48,0,0.0,99.93,12842.54,59,Male,Central,30
ORD_018647,CUST_00032,2024-08-02,Electronics,3,9869.96,0.08,Credit Card,3,1,29609.879999999997,2368.7904,27241.0896,14481.42,202.98,0,0.0,251.21,12305.48,45,Male,North,47
