customer_id,total_orders,total_revenue,total_profit,total_quantity,total_discount,total_shipping_cost,total_marketing_cost,total_return_cost,total_returns,avg_order_value,avg_profit_per_order,avg_satisfaction,avg_delivery_days,customer_age,customer_gender,region,customer_tenure_months,recency_days,profit_margin,return_rate,profitability_status,R_score,F_score,M_score,RFM_score,customer_segment,annual_purchase_frequency,expected_lifespan_years,predicted_clv,predicted_future_profit,future_value_segment,decision,business_decision
CUST_00011,7,265296.4329,112068.42,25,28328.647100000002,2170.05,1516.78,0.0,0,37899.49041428572,16009.774285714286,2.857142857142857,5.714285714285714,28,Male,Central,20,180,42.242716486973166,0.0,Profitable,3,5,5,13,VIP Customer,4.2,1.6666666666666667,112068.42,7506.853414760104,Low Future Value,Monitor,Retention Campaign
CUST_00012,7,147006.90149999998,41525.84,22,10007.448499999999,2114.54,1658.92,13791.8,2,21000.985928571426,5932.262857142857,2.7142857142857144,5.428571428571429,41,Female,Central,50,123,28.247544554906494,28.57142857142857,Profitable,3,5,4,12,Loyal Customer,1.68,4.166666666666667,41525.84,8284.464431115444,Low Future Value,Monitor,Retention Campaign
CUST_00013,3,63863.4634,22785.12,11,18540.426600000003,791.54,1057.02,7996.57,1,21287.821133333335,7595.04,4.0,5.0,53,Male,North,25,6,35.677864598868595,33.33333333333333,Profitable,5,2,2,9,Potential Customer,1.44,2.0833333333333335,22785.120000000006,9142.3205054287,Medium Future Value,Monitor,Retain & Upsell
CUST_00014,3,77893.2349,24273.870000000003,10,12056.665100000002,942.51,589.16,4598.4,2,25964.411633333333,8091.290000000001,3.3333333333333335,4.666666666666667,57,Other,West,20,151,31.16300155098579,66.66666666666666,Profitable,3,2,2,7,At Risk Customer,1.7999999999999998,1.6666666666666667,24273.870000000006,7803.784057724977,Low Future Value,Monitor,Retention Campaign
CUST_00015,4,80354.5635,34971.09,9,14017.7965,1102.12,770.6,0.0,0,20088.640875,8742.7725,3.0,5.0,41,Other,North,25,279,43.520975631956475,0.0,Profitable,2,3,2,7,At Risk Customer,1.92,2.0833333333333335,34971.09,8350.659710395279,Low Future Value,Monitor,Retention Campaign
CUST_00016,5,49012.513100000004,14575.33,10,16290.756899999998,820.28,965.8199999999999,0.0,0,9802.502620000001,2915.066,3.6,5.8,20,Female,South,53,13,29.73797725952559,0.0,Profitable,5,4,1,10,Potential Customer,1.1320754716981132,4.416666666666667,14575.330000000004,9934.063979102322,Medium Future Value,Monitor,Retain & Upsell
CUST_00017,7,261455.9014,110331.08,28,31647.1086,982.1,1610.58,0.0,0,37350.843057142854,15761.582857142857,2.5714285714285716,5.0,39,Female,Central,14,52,42.19873386265819,0.0,Profitable,4,5,5,14,VIP Customer,6.0,1.1666666666666667,110331.07999999999,23555.696049180697,High Future Value,Monitor,Retain & Upsell
CUST_00018,7,212220.95909999998,91418.13,22,40532.3609,1370.49,1397.8700000000001,882.67,1,30317.279871428567,13059.732857142857,3.142857142857143,5.857142857142857,19,Female,West,60,26,43.07686214768408,14.285714285714285,Profitable,5,5,5,15,VIP Customer,1.4,5.0,91418.13,7217.45583834722,Low Future Value,Monitor,Retain & Upsell
CUST_00019,3,117557.70000000001,43214.78999999999,14,37783.92,527.35,978.49,4407.02,1,39185.9,14404.929999999998,3.3333333333333335,6.0,41,Female,North,47,77,36.760492932406805,33.33333333333333,Profitable,4,2,3,9,Low Value Customer,0.7659574468085106,3.9166666666666665,43214.78999999999,18728.79036596029,High Future Value,Monitor,Monitor
CUST_00020,3,136607.5392,59334.07,12,33257.1808,853.52,589.79,0.0,0,45535.8464,19778.023333333334,3.3333333333333335,7.0,61,Male,North,44,40,43.433964441107506,0.0,Profitable,5,2,4,11,Loyal Customer,0.8181818181818182,3.6666666666666665,59334.06999999999,7888.145474957305,Low Future Value,Monitor,Retain & Upsell
CUST_00021,4,70599.273,20739.87,7,17685.527000000002,1238.21,1211.05,5404.84,1,17649.81825,5184.9675,4.0,2.25,47,Male,South,43,52,29.37688890932347,25.0,Profitable,4,3,2,9,Potential Customer,1.1162790697674418,3.5833333333333335,20739.87,8542.947348390184,Medium Future Value,Monitor,Retain & Upsell
CUST_00022,2,132666.09,55602.7,8,39708.21,507.78,279.14,0.0,0,66333.045,27801.35,4.0,4.0,55,Female,North,43,417,41.9117650938533,0.0,Profitable,1,1,3,5,At Risk Customer,0.5581395348837209,3.5833333333333335,55602.7,8871.216199298888,Medium Future Value,Monitor,Retention Campaign
CUST_00023,3,76651.7905,25567.809999999998,8,1367.2995,874.87,354.38,3236.93,1,25550.596833333333,8522.603333333333,3.6666666666666665,1.3333333333333333,19,Female,East,39,159,33.35578964720987,33.33333333333333,Profitable,3,2,2,7,At Risk Customer,0.9230769230769231,3.25,25567.809999999998,9583.282989478002,Medium Future Value,Monitor,Retention Campaign
CUST_00024,4,162931.9952,75427.08,13,28086.7448,1256.54,1081.42,0.0,0,40732.9988,18856.77,3.0,5.75,38,Male,Central,12,82,46.2935962377511,0.0,Profitable,4,3,4,11,Loyal Customer,4.0,1.0,75427.08000000002,9001.799931105688,Medium Future Value,Monitor,Monitor
CUST_00025,4,243249.2085,89440.79000000001,17,49309.9415,813.0500000000001,648.54,1595.93,1,60812.302125,22360.197500000002,2.0,3.0,50,Female,North,48,362,36.769200833802515,25.0,Profitable,1,3,5,9,At Risk Customer,1.0,4.0,89440.79000000001,7345.63461447051,Low Future Value,Monitor,Retention Campaign
CUST_00026,6,250058.5452,96364.56,18,28601.6248,2250.18,1219.81,0.0,0,41676.4242,16060.76,2.3333333333333335,5.0,29,Male,North,5,270,38.53679942148204,0.0,Profitable,2,4,5,11,Loyal Customer,14.399999999999999,1.0,231274.944,7130.233379940235,Low Future Value,Monitor,Retention Campaign
CUST_00027,7,313602.1136,111836.73,22,50528.4264,1215.51,1877.47,14231.77,2,44800.30194285714,15976.675714285713,3.0,4.285714285714286,39,Female,South,2,113,35.661982222048394,28.57142857142857,Profitable,4,5,5,14,VIP Customer,42.0,1.0,671020.38,7685.645129881674,Low Future Value,Monitor,Growth Opportunity
CUST_00028,9,270920.1723,94857.73,32,72643.5877,2480.05,1460.4199999999998,7829.99,1,30102.241366666665,10539.747777777777,3.3333333333333335,6.111111111111111,61,Female,East,54,9,35.01316612738623,11.11111111111111,Profitable,5,5,5,15,VIP Customer,2.0,4.5,94857.73000000001,15960.772766806731,High Future Value,Monitor,Retain & Upsell
CUST_00029,3,159427.8127,51182.7,11,16474.8973,483.3,726.0,0.0,0,53142.60423333334,17060.899999999998,4.0,4.666666666666667,42,Female,North,16,54,32.103996870553566,0.0,Profitable,4,2,4,10,Potential Customer,2.25,1.3333333333333333,51182.7,8853.47973058871,Medium Future Value,Monitor,Retain & Upsell
CUST_00030,6,284385.2306,105567.94,19,78261.92940000001,1115.42,944.26,0.0,0,47397.538433333335,17594.656666666666,2.5,4.666666666666667,44,Female,Central,55,135,37.12145661617914,0.0,Profitable,3,4,5,12,Loyal Customer,1.309090909090909,4.583333333333333,105567.93999999999,9054.813452932742,Medium Future Value,Monitor,Retention Campaign
CUST_00031,4,129154.02979999999,53566.149999999994,10,12630.1502,1215.91,925.71,0.0,0,32288.507449999997,13391.537499999999,2.25,6.0,59,Male,Central,30,213,41.474625362405845,0.0,Profitable,2,3,3,8,At Risk Customer,1.6,2.5,53566.15,7606.909798199591,Low Future Value,Monitor,Retention Campaign
CUST_00032,4,101544.22940000001,43299.56,10,27821.3406,978.12,766.4100000000001,1232.51,1,25386.057350000003,10824.89,2.25,3.0,45,Male,North,47,342,42.64108384675968,25.0,Profitable,2,3,3,8,At Risk Customer,1.021276595744681,3.9166666666666665,43299.55999999999,7462.192443427357,Low Future Value,Monitor,Retention Campaign
CUST_00033,2,43282.949,20567.26,10,5624.401,804.26,491.49,389.76,1,21641.4745,10283.63,2.0,5.5,33,Female,East,43,496,47.518157785413365,50.0,Profitable,1,1,1,3,At Risk Customer,0.5581395348837209,3.5833333333333335,20567.26,8812.816355723575,Medium Future Value,Monitor,Retention Campaign
CUST_00034,2,69839.548,32187.8,9,21494.612,553.36,701.45,0.0,0,34919.774,16093.9,3.0,6.5,32,Female,Central,38,16,46.08821351478392,0.0,Profitable,5,1,2,8,Potential Customer,0.6315789473684211,3.1666666666666665,32187.800000000003,6286.441337531137,Low Future Value,Monitor,Retain & Upsell
CUST_00035,2,96986.63140000001,34998.56,7,37400.85860000001,660.37,607.46,0.0,0,48493.31570000001,17499.28,3.0,7.0,64,Male,Central,45,30,36.085963080474606,0.0,Profitable,5,1,3,9,Potential Customer,0.5333333333333333,3.75,34998.55999999999,,,Monitor,Monitor
CUST_00036,3,77885.0595,28439.89,6,18773.230499999998,988.74,887.12,94.97,1,25961.6865,9479.963333333333,4.0,3.6666666666666665,61,Female,East,51,169,36.51520610316796,33.33333333333333,Profitable,3,2,2,7,At Risk Customer,0.7058823529411765,4.25,28439.89,7939.417710107047,Low Future Value,Monitor,Retention Campaign
CUST_00037,3,43395.11,9789.23,10,15622.489999999998,710.04,786.22,5884.22,1,14465.036666666667,3263.0766666666664,2.0,6.666666666666667,20,Male,East,42,167,22.558371208184518,33.33333333333333,Profitable,3,2,1,6,At Risk Customer,0.8571428571428571,3.5,9789.23,8309.313984796507,Low Future Value,Monitor,Retention Campaign
CUST_00038,4,193713.51799999998,58179.89,15,5651.682,1085.73,717.94,688.1,1,48428.379499999995,14544.9725,2.75,6.75,54,Female,North,24,274,30.03398554766839,25.0,Profitable,2,3,5,10,At Risk Customer,2.0,2.0,58179.89,7901.585610043959,Low Future Value,Monitor,Retention Campaign
CUST_00039,1,17843.7588,9218.54,4,8016.7612,182.8,133.93,0.0,0,17843.7588,9218.54,4.0,2.0,24,Female,West,51,808,51.66254544978494,0.0,Profitable,1,1,1,3,At Risk Customer,0.23529411764705882,4.25,9218.539999999999,7110.313211825905,Low Future Value,Monitor,Retention Campaign
CUST_00040,2,42510.0632,17040.42,4,9772.6368,597.4300000000001,399.35,0.0,0,21255.0316,8520.21,2.5,6.5,38,Male,South,30,14,40.08561436342442,0.0,Profitable,5,1,1,7,Low Value Customer,0.8,2.5,17040.42,9780.468761058517,Medium Future Value,Monitor,Retain & Upsell
CUST_00041,2,123682.7715,47686.270000000004,8,59623.97849999999,765.78,527.74,0.0,0,61841.38575,23843.135000000002,2.0,5.5,26,Male,West,37,176,38.55530517441551,0.0,Profitable,3,1,3,7,At Risk Customer,0.6486486486486486,3.0833333333333335,47686.27000000001,13644.084107231962,High Future Value,Monitor,Retention Campaign
CUST_00042,3,111734.33460000002,52413.240000000005,12,13259.0754,872.48,387.22,0.0,0,37244.77820000001,17471.08,2.6666666666666665,5.333333333333333,56,Female,West,57,248,46.90880398369509,0.0,Profitable,2,2,3,7,At Risk Customer,0.631578947368421,4.75,52413.240000000005,6565.849863364652,Low Future Value,Monitor,Retention Campaign
CUST_00043,2,52773.870800000004,18747.47,5,12720.639199999998,656.94,498.29999999999995,0.0,0,26386.935400000002,9373.735,4.0,6.0,35,Female,Central,59,400,35.52415184978245,0.0,Profitable,1,1,1,3,At Risk Customer,0.4067796610169491,4.916666666666667,18747.47,7764.369202580132,Low Future Value,Monitor,Retention Campaign
CUST_00044,4,90508.3328,43799.630000000005,13,7962.3972,897.39,1024.76,0.0,0,22627.0832,10949.907500000001,4.0,5.5,21,Female,East,53,17,48.392925430176525,0.0,Profitable,5,3,2,10,Potential Customer,0.9056603773584905,4.416666666666667,43799.630000000005,16878.401878279343,High Future Value,Monitor,Retain & Upsell
CUST_00045,4,136484.8935,49579.56,12,24899.6965,1165.65,956.72,767.59,1,34121.223375,12394.89,2.0,4.75,42,Female,Central,39,198,36.326042193087105,25.0,Profitable,3,3,4,10,At Risk Customer,1.2307692307692308,3.25,49579.56,9652.102826493125,Medium Future Value,Monitor,Retention Campaign
CUST_00046,1,24409.8876,6662.52,4,3016.9524,249.33,297.4,0.0,0,24409.8876,6662.52,3.0,8.0,31,Female,South,11,63,27.294349360297755,0.0,Profitable,4,1,1,6,Low Value Customer,1.090909090909091,1.0,7268.203636363637,,,Monitor,Monitor
CUST_00047,1,32891.6,13879.61,4,5804.4,422.15,74.44,0.0,0,32891.6,13879.61,5.0,8.0,26,Female,North,14,826,42.1980384049423,0.0,Profitable,1,1,1,3,At Risk Customer,0.8571428571428571,1.1666666666666667,13879.61,5531.56368434047,Low Future Value,Monitor,Retention Campaign
CUST_00048,3,97539.04000000001,27500.04,8,11511.29,1020.33,794.04,0.0,0,32513.013333333336,9166.68,5.0,4.333333333333333,43,Female,South,23,411,28.193880112004383,0.0,Profitable,1,2,3,6,At Risk Customer,1.5652173913043477,1.9166666666666667,27500.039999999997,10025.100883160652,Medium Future Value,Monitor,Retention Campaign
CUST_00049,5,60514.730599999995,16431.67,10,16969.7894,1603.3200000000002,1308.32,4475.91,2,12102.946119999999,3286.334,3.0,6.4,19,Female,Central,53,32,27.153173842271055,40.0,Profitable,5,4,2,11,Loyal Customer,1.1320754716981132,4.416666666666667,16431.67,8307.05963023003,Low Future Value,Monitor,Retain & Upsell
CUST_00050,1,3956.1644,983.97,2,122.3556,53.21,369.31,0.0,0,3956.1644,983.97,2.0,7.0,37,Male,Central,16,660,24.87181776369051,0.0,Profitable,1,1,1,3,At Risk Customer,0.75,1.3333333333333333,983.97,14458.66363662084,High Future Value,Monitor,Retention Campaign
CUST_00051,4,93161.3388,35365.0,12,29722.8112,1052.37,609.55,0.0,0,23290.3347,8841.25,3.75,4.75,45,Male,Central,50,8,37.96102595296752,0.0,Profitable,5,3,2,10,Potential Customer,0.96,4.166666666666667,35365.0,6672.126029402525,Low Future Value,Monitor,Retain & Upsell
CUST_00052,3,163780.6757,43927.9,11,6364.4643,517.84,796.55,22824.04,1,54593.55856666667,14642.633333333333,3.6666666666666665,6.0,64,Female,Central,21,95,26.82117399519314,33.33333333333333,Profitable,4,2,4,10,Low Value Customer,1.7142857142857142,1.75,43927.9,21505.972292173934,High Future Value,Monitor,Monitor
CUST_00053,3,55067.1556,22291.329999999998,8,7062.0244,494.09000000000003,532.6300000000001,1004.1,1,18355.718533333333,7430.443333333333,2.3333333333333335,2.3333333333333335,24,Male,West,55,16,40.48026406506458,33.33333333333333,Profitable,5,2,1,8,Potential Customer,0.6545454545454545,4.583333333333333,22291.329999999998,9207.6974845529,Medium Future Value,Monitor,Retain & Upsell
CUST_00054,2,45093.244399999996,17010.59,3,5765.7556,314.63,484.79,0.0,0,22546.622199999998,8505.295,1.5,2.5,61,Female,North,55,643,37.72314506604897,0.0,Profitable,1,1,1,3,At Risk Customer,0.4363636363636364,4.583333333333333,17010.59,7690.451767357776,Low Future Value,Monitor,Retention Campaign
CUST_00055,8,258486.2509,101369.41,29,53652.379100000006,1762.96,1316.8200000000002,0.0,0,32310.7813625,12671.17625,2.75,4.375,25,Female,West,4,189,39.21655780415824,0.0,Profitable,3,5,5,13,VIP Customer,24.0,1.0,304108.23000000004,5690.094067813247,Low Future Value,Monitor,Retention Campaign
CUST_00056,4,111645.6569,47064.59,14,23499.873099999997,1170.06,941.61,0.0,0,27911.414225,11766.1475,3.0,7.75,64,Female,Central,33,426,42.15532543478634,0.0,Profitable,1,3,3,7,At Risk Customer,1.4545454545454546,2.75,47064.58999999999,7088.205567876425,Low Future Value,Monitor,Retention Campaign
CUST_00057,3,66761.63940000001,22170.96,6,23832.860600000004,524.13,724.4300000000001,0.0,0,22253.879800000006,7390.32,1.3333333333333333,6.0,52,Male,East,54,120,33.209130571470055,0.0,Profitable,3,2,2,7,Low Value Customer,0.6666666666666666,4.5,22170.960000000003,11258.837675541501,High Future Value,Monitor,Monitor
CUST_00058,3,183884.0487,80253.38,13,28895.6313,728.44,815.04,0.0,0,61294.68290000001,26751.126666666667,1.6666666666666667,7.333333333333333,31,Male,West,47,410,43.64347020166519,0.0,Profitable,1,2,4,7,At Risk Customer,0.7659574468085106,3.9166666666666665,80253.38000000002,9038.288853445154,Medium Future Value,Monitor,Retention Campaign
CUST_00059,6,158526.1509,64360.54,17,42827.8691,1580.04,1782.98,901.8,1,26421.02515,10726.756666666666,3.1666666666666665,4.5,34,Male,Central,14,167,40.59932044940605,16.666666666666664,Profitable,3,4,4,11,Loyal Customer,5.142857142857142,1.1666666666666667,64360.54,5678.730426104158,Low Future Value,Monitor,Retention Campaign
CUST_00060,5,165117.3609,54596.54,12,36612.869099999996,1746.69,1434.43,0.0,0,33023.47218,10919.308,3.0,4.8,53,Male,Central,19,492,33.065293499370604,0.0,Profitable,1,4,4,9,At Risk Customer,3.1578947368421053,1.5833333333333333,54596.539999999986,5548.546630348897,Low Future Value,Monitor,Retention Campaign
CUST_00062,1,16559.6046,8049.68,3,4946.3754,278.29,214.12,0.0,0,16559.6046,8049.68,5.0,1.0,21,Female,South,5,8,48.610339403876836,0.0,Profitable,5,1,1,7,Low Value Customer,2.4,1.0,19319.232,,,Monitor,Monitor
CUST_00063,4,99119.2734,42055.92,11,15048.2066,1145.46,873.05,0.0,0,24779.81835,10513.98,1.75,5.75,19,Female,West,36,135,42.4296088514305,0.0,Profitable,3,3,3,9,At Risk Customer,1.3333333333333333,3.0,42055.92,16913.683682710376,High Future Value,Monitor,Retention Campaign
CUST_00064,6,152948.25720000002,53976.3,12,32072.802799999998,1266.94,1063.21,1411.1,1,25491.376200000002,8996.050000000001,3.5,4.833333333333333,23,Female,West,31,294,35.29056230396851,16.666666666666664,Profitable,2,4,4,10,At Risk Customer,2.32258064516129,2.5833333333333335,53976.30000000001,7241.057090794459,Low Future Value,Monitor,Retention Campaign
CUST_00065,3,103760.9784,37615.53,10,27395.1816,471.3,494.87,4122.15,1,34586.9928,12538.51,2.6666666666666665,7.333333333333333,59,Female,West,45,19,36.252096481773336,33.33333333333333,Profitable,5,2,3,10,Potential Customer,0.8,3.75,37615.53,10856.049428077591,High Future Value,Monitor,Retain & Upsell
CUST_00066,6,199665.745,66096.51000000001,23,50977.735,1831.36,1279.41,0.0,0,33277.62416666667,11016.085000000001,4.0,5.666666666666667,21,Male,Central,18,78,33.103580185975325,0.0,Profitable,4,4,5,13,VIP Customer,4.0,1.5,66096.51000000001,9961.572613872855,Medium Future Value,Monitor,Growth Opportunity
CUST_00067,2,51766.0129,16156.51,6,22206.197100000005,563.46,676.8499999999999,1344.24,1,25883.00645,8078.255,2.5,6.5,46,Female,North,44,4,31.21065172859778,50.0,Profitable,5,1,1,7,Low Value Customer,0.5454545454545455,3.6666666666666665,16156.510000000004,7743.838497651145,Low Future Value,Monitor,Retain & Upsell
CUST_00068,6,205601.21130000002,79641.06999999999,19,22247.5687,1242.76,1324.38,5205.5,2,34266.86855000001,13273.511666666665,4.0,4.0,35,Female,Central,31,172,38.735700775513855,33.33333333333333,Profitable,3,4,5,12,Loyal Customer,2.32258064516129,2.5833333333333335,79641.06999999999,16580.7795041462,High Future Value,Monitor,Retention Campaign
CUST_00069,3,139818.677,39535.14,12,33785.393000000004,1043.55,511.67,0.0,0,46606.225666666665,13178.38,2.0,5.666666666666667,43,Male,Central,55,386,28.276007789717532,0.0,Profitable,1,2,4,7,At Risk Customer,0.6545454545454545,4.583333333333333,39535.14,8145.546138184959,Low Future Value,Monitor,Retention Campaign
CUST_00070,5,207796.2355,61164.85,15,34922.8045,1500.26,919.05,12518.04,1,41559.2471,12232.97,2.0,4.8,61,Female,East,30,150,29.43501351351478,20.0,Profitable,3,4,5,12,Loyal Customer,2.0,2.5,61164.85,8176.288151840875,Low Future Value,Monitor,Retention Campaign
CUST_00071,4,74791.8396,32139.98,15,17023.7604,1317.36,668.77,0.0,0,18697.9599,8034.995,3.75,4.75,51,Male,North,21,411,42.97257584769983,0.0,Profitable,1,3,2,6,At Risk Customer,2.2857142857142856,1.75,32139.98,7211.4499731177675,Low Future Value,Monitor,Retention Campaign
CUST_00072,4,72826.4507,21446.09,8,17697.2493,1217.83,1049.63,4823.66,1,18206.612675,5361.5225,3.25,6.75,27,Female,West,47,245,29.4482153034543,25.0,Profitable,2,3,2,7,At Risk Customer,1.021276595744681,3.9166666666666665,21446.090000000007,7906.013886124644,Low Future Value,Monitor,Retention Campaign
CUST_00073,5,229284.8783,82301.42000000001,15,44192.0317,1084.97,815.98,6405.02,1,45856.975660000004,16460.284000000003,2.8,3.8,53,Other,South,30,8,35.894831185646495,20.0,Profitable,5,4,5,14,VIP Customer,2.0,2.5,82301.42000000003,8957.145675331,Medium Future Value,Monitor,Retain & Upsell
CUST_00074,5,198140.8169,67220.49,19,29312.593100000002,1006.7,995.66,1637.01,1,39628.16338,13444.098000000002,2.2,5.0,31,Male,West,55,277,33.92561464704449,20.0,Profitable,2,4,5,11,Loyal Customer,1.090909090909091,4.583333333333333,67220.49,10507.245607320476,Medium Future Value,Monitor,Retention Campaign
CUST_00076,2,48139.9569,20182.829999999998,4,5018.033100000001,620.85,423.49,0.0,0,24069.97845,10091.414999999999,3.0,2.5,32,Female,North,4,99,41.92531796803499,0.0,Profitable,4,1,1,6,Low Value Customer,6.0,1.0,60548.49,9643.223682816491,Medium Future Value,Monitor,Monitor
CUST_00077,5,104841.128,36046.08,10,19340.322,1478.57,956.9,3651.16,2,20968.225599999998,7209.216,2.4,4.8,25,Other,North,5,134,34.381621685718606,40.0,Profitable,3,4,3,10,At Risk Customer,12.0,1.0,86510.59199999999,7641.402611813466,Low Future Value,Monitor,Retention Campaign
CUST_00078,2,60033.0347,24030.510000000002,5,10621.2953,570.56,584.56,0.0,0,30016.51735,12015.255000000001,4.0,4.5,31,Male,North,41,46,40.028811003952136,0.0,Profitable,5,1,2,8,Potential Customer,0.5853658536585367,3.4166666666666665,24030.510000000002,20080.062634267044,High Future Value,Monitor,Retain & Upsell
CUST_00079,3,121854.08559999999,37479.549999999996,9,28969.9444,714.22,699.88,0.0,0,40618.02853333333,12493.183333333332,2.3333333333333335,5.333333333333333,40,Female,East,45,32,30.75772947246998,0.0,Profitable,5,2,3,10,Potential Customer,0.8,3.75,37479.549999999996,8817.008380431298,Medium Future Value,Monitor,Retain & Upsell
CUST_00080,4,65174.0285,29008.54,13,20910.4815,1150.33,889.99,0.0,0,16293.507125,7252.135,4.25,4.25,57,Male,West,10,195,44.509355440564796,0.0,Profitable,3,3,2,8,At Risk Customer,4.8,1.0,34810.248,7536.722537152581,Low Future Value,Monitor,Retention Campaign
CUST_00081,5,261630.6427,80740.34000000001,17,34539.8873,1015.0,840.83,18912.190000000002,2,52326.12854,16148.068000000003,4.0,5.6,38,Male,East,27,234,30.86042948439388,40.0,Profitable,2,4,5,11,Loyal Customer,2.2222222222222223,2.25,80740.34000000001,7586.628969171758,Low Future Value,Monitor,Retention Campaign
CUST_00082,5,124172.52290000001,40543.95,12,38185.397099999995,1477.02,908.31,0.0,0,24834.50458,8108.789999999999,3.4,6.2,33,Male,South,16,71,32.65130566176166,0.0,Profitable,4,4,3,11,Loyal Customer,3.75,1.3333333333333333,40543.94999999999,9991.665519814349,Medium Future Value,Monitor,Growth Opportunity
CUST_00083,4,62841.2477,21409.34,11,15084.382300000001,1198.49,931.66,1321.12,1,15710.311925,5352.335,4.25,4.5,62,Other,Central,30,217,34.06892890193203,25.0,Profitable,2,3,2,7,At Risk Customer,1.6,2.5,21409.34,8316.13964123657,Low Future Value,Monitor,Retention Campaign
CUST_00084,4,137055.1899,65414.41,12,33061.990099999995,1131.67,1043.14,0.0,0,34263.797475,16353.6025,3.5,2.25,35,Female,East,13,227,47.72851728397044,0.0,Profitable,2,3,4,9,At Risk Customer,3.6923076923076925,1.0833333333333333,65414.41000000001,7506.795717987409,Low Future Value,Monitor,Retention Campaign
CUST_00085,9,239706.9547,80234.19,23,44530.6353,2091.91,2131.33,10993.599999999999,2,26634.10607777778,8914.91,2.111111111111111,3.6666666666666665,64,Female,East,36,26,33.471782285338925,22.22222222222222,Profitable,5,5,5,15,VIP Customer,3.0,3.0,80234.19,9303.152975765206,Medium Future Value,Monitor,Retain & Upsell
